houseid,ntrip,hhsize,num0to4,num5to21,numadult,numwork,numdrive,income,numcars
8844,5,1,0,0,1,1,1,17500,1
8846,0,1,0,0,1,0,1,32665,1
8851,3,1,0,0,1,1,1,7500,1
8861,2,3,1,0,2,1,1,37500,2
8867,0,1,0,0,1,0,1,12500,1
8879,20,4,0,2,2,3,3,32665,2
8882,8,5,0,3,2,2,2,72500,2
8902,12,1,0,0,1,1,1,27500,1
8917,4,1,0,0,1,1,1,43371,1
8920,5,1,0,0,1,1,1,57500,1
8923,6,3,0,1,2,2,1,27500,1
8937,3,1,0,0,1,0,0,12500,0
8952,10,5,0,1,4,1,4,22500,4
8954,0,1,0,0,1,0,1,7500,1
8957,2,2,0,0,2,2,2,43371,2
8992,4,2,0,0,2,2,2,43371,2
9016,4,2,0,0,2,0,2,32665,2
9027,7,3,0,1,2,1,1,32665,2
9042,8,3,1,0,2,2,2,12500,2
9045,13,5,1,2,2,1,1,22500,2
9055,10,2,0,0,2,2,2,52500,2
9081,3,1,0,0,1,0,1,7500,1
9092,0,1,0,0,1,0,1,7500,1
9104,6,3,1,0,2,2,2,27500,2
9105,2,3,1,0,2,1,2,27500,2
9115,0,3,0,0,3,0,0,36153,2
9139,3,4,1,0,3,1,1,36153,3
9153,13,1,0,0,1,0,1,7500,1
9190,2,3,1,0,2,1,2,67500,2
9193,5,1,0,0,1,1,1,36153,2
9206,18,4,0,2,2,1,1,36153,3
9208,9,2,0,0,2,2,2,100000,2
9226,0,3,1,0,2,1,1,42500,2
9230,0,2,0,0,2,0,1,72500,2
9231,4,2,0,0,2,2,2,17500,2
9247,4,1,0,0,1,1,1,32500,1
9248,2,2,0,0,2,0,2,7500,3
9250,20,4,0,2,2,1,2,37500,3
9251,24,3,0,1,2,0,2,17500,1
9270,4,2,0,0,2,0,2,57500,3
9288,4,2,0,0,2,0,2,37500,3
9289,4,2,0,0,2,0,2,37500,3
9297,5,2,0,0,2,2,2,32500,2
9300,3,1,0,0,1,0,1,2500,1
9311,2,4,0,2,2,1,2,36153,2
9315,6,3,0,0,3,3,3,32500,3
9329,11,2,0,0,2,1,2,2500,2
9348,10,2,0,0,2,2,2,77500,2
9352,9,1,0,0,1,1,1,36153,1
9368,8,3,1,0,2,2,2,52500,2
9375,6,3,0,1,2,2,3,47500,4
9384,21,3,1,0,2,2,2,47500,2
9396,4,2,0,1,1,1,2,27500,3
9399,24,4,0,2,2,1,2,67500,2
9433,8,3,0,1,2,2,2,7500,2
9440,7,3,1,0,2,2,2,27500,2
9451,8,3,0,1,2,1,2,7500,1
9453,8,3,1,0,2,2,2,42500,3
9461,16,5,0,3,2,1,2,32100,3
9484,16,4,0,1,3,3,4,32100,4
9493,16,4,0,2,2,2,2,17500,1
9495,16,4,0,0,4,3,4,12500,3
9506,8,3,0,1,2,2,2,52500,3
9508,11,4,2,0,2,2,2,52500,2
9519,9,3,1,0,2,2,2,37500,2
9524,7,4,2,0,2,2,2,17500,2
9526,2,2,0,1,1,2,2,32100,1
9532,7,2,0,0,2,1,1,7500,1
9533,4,2,0,0,2,0,2,32100,3
9550,0,2,0,0,2,0,1,12500,2
9562,0,2,0,0,2,0,2,12500,1
9585,17,6,1,3,2,1,2,17500,2
9593,6,2,0,0,2,1,2,32500,2
9609,21,5,1,2,2,2,2,37500,3
9621,6,2,0,0,2,0,1,17500,1
9623,31,4,0,2,2,2,2,22500,4
9639,4,1,0,0,1,0,1,35789,0
9649,2,1,0,0,1,0,1,17500,2
9650,33,6,1,3,2,2,2,42500,2
9651,18,6,1,2,3,2,3,62500,2
9683,5,3,1,0,2,2,2,32500,2
9684,13,3,0,2,1,1,1,37500,2
9695,6,2,0,0,2,2,2,72500,4
9696,13,2,0,0,2,0,2,27500,2
9713,4,1,0,0,1,1,1,47500,1
9728,2,2,0,0,2,1,1,57500,2
9794,7,3,0,1,2,0,1,12500,1
9798,4,2,0,0,2,2,2,36153,2
9803,4,2,0,0,2,2,2,22500,2
9823,3,1,0,0,1,1,1,22500,1
9846,3,2,0,0,2,1,1,100000,1
9909,0,1,0,0,1,0,0,39593,0
9915,5,2,0,0,2,2,2,12500,2
9916,8,3,0,1,2,2,3,39593,4
9922,19,4,1,0,3,2,2,7500,1
9932,2,1,0,0,1,0,1,22500,1
9935,2,2,0,0,2,1,1,22500,0
9945,4,2,0,0,2,1,2,72500,3
9958,11,1,0,0,1,1,1,32500,1
9961,9,3,1,0,2,2,2,32500,2
9975,12,4,2,0,2,1,1,22500,3
10023,16,5,1,2,2,2,2,77500,2
10037,50,7,0,5,2,4,4,32100,4
10047,22,3,0,1,2,2,2,57500,2
10052,8,1,0,0,1,1,1,32100,2
10062,13,2,0,0,2,1,1,42500,3
10079,3,2,0,0,2,1,2,32100,2
10086,17,3,0,2,1,2,3,17500,3
10089,5,2,0,0,2,1,2,32100,2
10092,6,2,0,0,2,1,1,27500,2
10103,9,2,0,0,2,1,2,100000,4
10135,5,1,0,0,1,0,1,7500,1
10150,3,2,0,0,2,2,2,22500,1
10159,0,3,0,1,2,2,2,22500,3
10178,0,1,0,0,1,0,1,32100,1
10196,4,2,0,0,2,2,2,40565,2
10197,4,3,0,0,3,1,1,40565,3
10218,3,2,0,0,2,0,2,17500,1
10226,13,4,2,0,2,2,2,72500,2
10233,13,4,0,2,2,2,2,27500,2
10234,0,1,0,0,1,0,1,7500,1
10248,2,2,0,0,2,1,1,27500,1
10254,2,3,1,0,2,1,2,12500,1
10258,3,2,0,0,2,1,2,27500,3
10259,10,3,1,0,2,1,2,47500,3
10282,10,2,0,0,2,0,2,40565,1
10294,12,4,0,2,2,1,1,12500,2
10295,4,3,1,0,2,2,1,7500,0
10296,4,1,0,0,1,0,1,40565,3
10309,3,1,0,0,1,0,1,17500,0
10328,2,1,0,0,1,0,1,7500,1
10344,17,4,0,2,2,2,2,37500,2
10345,26,7,0,3,4,4,1,22500,1
10349,7,2,0,0,2,0,2,17500,1
10361,7,2,0,0,2,0,1,40565,2
10367,16,4,0,1,3,3,3,100000,5
10376,8,2,0,0,2,2,2,32500,2
10404,12,2,0,0,2,0,2,100000,1
10408,2,2,0,0,2,0,1,47500,2
10435,6,1,0,0,1,1,1,17500,1
10446,2,2,0,0,2,1,2,37500,2
10472,10,1,0,0,1,0,1,43371,1
10482,2,1,0,0,1,0,1,12500,1
10483,0,1,0,0,1,0,0,2500,0
10489,7,3,1,0,2,2,2,100000,2
10499,0,2,0,0,2,0,2,35571,1
10503,4,4,1,1,2,2,2,35571,2
10525,4,1,0,0,1,1,1,27500,1
10526,4,1,0,0,1,1,1,12500,1
10537,3,1,0,0,1,1,1,22500,1
10548,8,4,0,2,2,2,2,37500,1
10554,9,5,2,0,3,3,3,100000,3
10587,15,5,2,1,2,2,2,35571,2
10595,12,2,0,0,2,2,2,7500,2
10619,33,7,1,4,2,2,2,35571,2
10627,12,4,0,2,2,2,3,37500,4
10628,0,1,0,0,1,0,1,7500,1
10636,10,2,0,1,1,1,1,7500,1
10637,0,3,0,1,2,1,1,35571,1
10651,4,5,3,0,2,1,2,32500,2
10671,6,4,2,0,2,1,2,27500,2
10674,13,4,0,2,2,3,3,100000,4
10676,5,4,0,0,4,1,2,35571,2
10684,4,2,0,0,2,2,2,17500,2
10690,0,2,0,0,2,1,1,27500,2
10692,0,2,0,0,2,1,1,35571,2
10725,4,5,2,1,2,0,1,12500,1
10728,4,2,0,0,2,0,1,39593,3
10732,3,1,0,0,1,0,1,7500,1
10738,3,6,0,3,3,3,2,39593,2
10739,2,1,0,0,1,1,1,7500,1
10745,6,3,0,2,1,2,1,39593,1
10762,4,3,0,0,3,2,2,62500,3
10765,16,6,2,2,2,2,2,39593,2
10775,6,2,0,0,2,2,2,72500,2
10790,6,4,1,1,2,1,2,32500,2
10792,17,3,0,1,2,2,3,39593,3
10833,12,3,0,1,2,1,1,100000,2
10836,4,2,0,0,2,1,1,47500,3
10847,8,1,0,0,1,1,1,47500,1
10875,10,4,2,0,2,1,2,100000,2
10880,6,2,0,0,2,0,2,37500,2
10884,10,2,0,0,2,0,2,37500,2
10885,11,2,0,0,2,2,2,57500,2
10887,0,4,0,0,4,1,1,39593,3
10892,3,3,0,0,3,0,1,39593,1
10898,12,9,0,2,7,7,2,27500,1
10901,2,4,0,2,2,1,2,52500,3
10924,4,3,0,0,3,0,2,39593,3
10959,0,1,0,0,1,0,0,39593,0
10971,2,2,0,0,2,2,2,57500,2
10972,2,1,0,0,1,0,1,7500,1
10973,7,2,0,0,2,1,1,47500,2
10975,32,6,0,0,6,3,4,39593,4
10982,1,1,0,0,1,1,1,47500,1
10983,4,1,0,0,1,0,1,39593,1
10989,16,4,0,2,2,2,4,47500,4
10991,0,2,0,0,2,0,1,32500,1
10993,3,1,0,0,1,0,1,12500,2
11000,4,1,0,0,1,0,1,12500,1
11001,4,1,0,0,1,0,1,12500,1
11012,12,2,0,0,2,1,2,32665,2
11023,8,2,0,0,2,2,2,17500,2
11024,4,2,0,0,2,1,1,47500,3
11061,2,1,0,0,1,1,1,22500,1
11069,6,1,0,0,1,1,1,17500,2
11070,11,7,2,1,4,0,1,35571,1
11108,28,4,0,2,2,2,2,57500,2
11113,8,2,0,1,1,1,1,22500,1
11121,4,2,0,0,2,1,2,100000,2
11127,10,3,0,2,1,2,2,7500,1
11142,28,4,0,2,2,0,2,7500,2
11163,4,4,0,2,2,0,1,35571,3
11180,14,2,0,0,2,0,2,32500,2
11196,6,2,0,0,2,1,2,32100,2
11200,4,2,0,0,2,1,2,2500,3
11210,0,2,0,0,2,0,1,12500,2
11226,6,2,0,0,2,1,2,32100,2
11231,2,2,0,0,2,1,2,72500,2
11235,4,2,0,0,2,1,1,12500,1
11243,2,2,0,0,2,1,2,32100,1
11249,20,4,0,2,2,2,3,22500,2
11253,9,2,0,0,2,1,1,7500,1
11268,0,2,0,0,2,1,1,32100,3
11274,0,1,0,0,1,0,0,7500,0
11281,13,3,0,2,1,1,1,27500,1
11292,20,3,0,1,2,2,3,17500,3
11297,4,1,0,0,1,0,1,32100,1
11299,0,1,0,0,1,0,1,32100,1
11303,0,2,0,0,2,0,1,17500,1
11320,11,4,0,2,2,1,3,22500,2
11331,15,6,0,3,3,3,3,52500,3
11338,0,1,0,0,1,0,0,17500,1
11350,12,2,0,0,2,0,2,32100,2
11351,8,2,0,0,2,0,2,27500,1
11369,2,2,0,0,2,0,2,32100,1
11375,7,2,0,0,2,2,2,47500,2
11391,8,4,0,2,2,3,3,62500,3
11393,0,1,0,0,1,0,1,2500,1
11407,0,3,0,1,2,1,2,31005,2
11426,9,3,1,0,2,2,2,77500,2
11451,2,1,0,0,1,1,1,17500,1
11453,0,1,0,0,1,0,1,7500,1
11466,5,2,0,0,2,2,2,17500,2
11477,7,2,0,0,2,0,2,7500,2
11480,3,1,0,0,1,0,0,7500,0
11483,0,1,0,0,1,1,1,31005,2
11497,26,4,0,2,2,2,2,37500,2
11530,0,2,0,0,2,2,1,72500,3
11551,2,2,0,0,2,2,2,17500,2
11575,13,4,0,2,2,1,2,77500,2
11578,17,4,1,1,2,2,2,47500,2
11604,4,1,0,0,1,0,1,47500,1
11635,4,2,0,0,2,2,2,100000,3
11640,13,2,0,1,1,1,2,32500,2
11643,15,4,0,2,2,3,3,67500,2
11646,10,6,0,4,2,2,2,42500,2
11664,0,2,0,0,2,0,2,39593,0
11665,6,3,0,1,2,1,2,32500,2
11670,12,3,0,1,2,2,1,32500,2
11675,4,1,0,0,1,1,1,27500,1
11679,12,5,0,3,2,1,1,32500,3
11684,2,5,3,0,2,1,1,22500,2
11685,2,3,1,0,2,0,2,12500,2
11692,3,2,0,0,2,1,1,37500,3
11693,4,4,1,0,3,2,2,77500,3
11695,8,2,0,0,2,2,0,27500,0
11707,2,1,0,0,1,0,1,39593,2
11723,10,3,1,0,2,1,2,42500,2
11742,9,2,0,0,2,1,2,72500,2
11745,4,4,0,2,2,1,2,12500,1
11757,10,2,0,0,2,2,2,67500,3
11778,7,3,0,1,2,2,2,67500,3
11783,2,1,0,0,1,0,1,2500,1
11785,6,4,2,0,2,2,2,27500,2
11787,6,2,0,0,2,0,2,7500,2
11790,6,2,0,0,2,0,2,32100,2
11797,0,3,2,0,1,0,0,32100,0
11805,5,3,0,0,3,1,3,32100,2
11819,24,5,0,3,2,1,1,32100,1
11820,4,3,1,0,2,0,2,37500,2
11822,3,2,0,0,2,1,2,32100,2
11828,7,2,0,0,2,2,2,57500,3
11830,15,4,2,0,2,1,2,52500,2
11843,8,2,0,0,2,1,2,32100,4
11848,16,3,1,0,2,1,2,47500,2
11849,6,1,0,0,1,1,1,32500,1
11856,0,2,0,0,2,0,0,17500,0
11865,8,1,0,0,1,1,1,32100,1
11877,0,1,0,0,1,0,0,2500,0
11903,6,6,0,4,2,4,3,27500,3
11912,11,2,0,0,2,2,2,32500,2
11921,14,5,2,1,2,1,2,27500,2
11931,11,3,0,0,3,2,2,52500,3
11936,11,3,0,1,2,2,3,32500,3
11944,0,2,0,0,2,0,1,35789,1
11945,3,3,2,0,1,0,0,2500,0
11956,2,1,0,0,1,0,1,35789,1
11962,12,2,0,0,2,1,2,100000,2
11964,8,2,0,0,2,2,2,52500,2
11966,0,1,0,0,1,0,0,35789,0
11976,4,2,0,0,2,0,2,32665,1
11989,7,2,0,0,2,2,2,32665,2
11991,8,2,0,0,2,0,1,12500,1
11993,4,2,0,0,2,2,2,57500,2
12002,18,4,1,1,2,2,2,32665,2
12004,14,5,2,1,2,1,2,12500,2
12019,8,4,0,2,2,2,2,37500,2
12022,2,1,0,0,1,0,1,7500,1
12034,9,3,0,1,2,2,2,42500,1
12055,5,1,0,0,1,1,1,100000,1
12059,6,3,0,1,2,1,1,43371,2
12061,7,3,0,0,3,2,3,32500,2
12069,0,5,1,2,2,1,1,17500,1
12075,11,3,0,1,2,1,2,47500,2
12078,0,1,0,0,1,0,0,7500,0
12083,6,2,0,0,2,2,2,100000,3
12102,10,4,0,1,3,2,3,43371,2
12105,5,4,0,2,2,1,2,57500,1
12124,0,2,0,0,2,0,2,7500,1
12130,1,3,0,0,3,1,2,43371,1
12133,11,5,0,3,2,3,2,43371,2
12147,2,1,0,0,1,1,1,43371,2
12155,3,1,0,0,1,0,1,43371,1
12156,7,4,0,2,2,2,3,57500,2
12183,8,4,0,2,2,2,2,43371,2
12236,4,1,0,0,1,0,0,39593,0
12238,3,1,0,0,1,0,1,12500,1
12247,3,2,0,0,2,0,2,39593,1
12248,6,3,0,0,3,2,3,27500,3
12257,0,4,1,1,2,2,2,32500,1
12278,5,3,0,1,2,1,1,67500,3
12281,0,1,0,0,1,0,1,39593,1
12285,2,2,0,0,2,1,2,17500,2
12288,0,2,0,0,2,1,2,32100,2
12299,3,3,0,0,3,3,3,52500,3
12308,6,2,0,0,2,2,2,32100,2
12309,2,2,0,0,2,1,1,32100,1
12321,6,2,0,0,2,2,2,27500,2
12335,0,2,0,0,2,0,1,22500,2
12336,19,3,0,0,3,3,3,27500,3
12348,10,4,0,0,4,3,4,32100,3
12363,2,4,0,2,2,1,1,62500,3
12377,5,1,0,0,1,1,1,100000,2
12387,2,1,0,0,1,1,1,42500,2
12406,12,4,1,1,2,2,2,52500,2
12408,2,3,0,0,3,1,1,22500,2
12412,12,5,0,3,2,3,4,37500,4
12432,3,1,0,0,1,1,1,27500,1
12444,3,2,0,0,2,1,1,42500,3
12454,6,2,0,0,2,1,2,37500,2
12457,5,4,1,0,3,2,2,17500,1
12471,13,3,1,0,2,1,1,27500,1
12475,2,1,0,0,1,0,1,12500,1
12510,6,5,0,3,2,1,2,17500,1
12512,2,1,0,0,1,1,1,2500,0
12514,2,1,0,0,1,1,1,12500,0
12529,7,2,0,0,2,1,1,32500,2
12540,3,3,0,0,3,1,1,35571,3
12559,10,3,1,0,2,1,1,2500,1
12576,22,6,0,4,2,2,2,100000,3
12612,27,5,0,1,4,3,5,52500,5
12628,16,5,0,3,2,1,2,32500,1
12633,6,3,0,1,2,1,2,32500,2
12638,8,2,0,0,2,2,2,27500,2
12639,16,3,0,1,2,1,2,42500,2
12654,5,3,0,1,2,2,2,37500,2
12699,5,3,0,2,1,0,1,35571,1
12702,7,2,0,0,2,2,2,27500,2
12709,7,4,0,1,3,2,2,57500,2
12718,0,4,0,2,2,1,1,77500,2
12730,9,3,0,1,2,2,2,37500,2
12737,11,3,0,0,3,3,2,7500,2
12743,4,2,0,0,2,0,2,35571,1
12753,5,2,0,0,2,1,1,35571,1
12793,4,2,0,0,2,1,2,32665,2
12795,0,1,0,0,1,0,1,32665,1
12827,5,4,2,0,2,1,2,27500,2
12859,3,3,0,1,2,3,2,100000,2
12865,11,2,0,0,2,2,2,72500,2
12898,7,3,0,0,3,2,3,57500,2
12923,7,3,1,0,2,2,2,77500,1
12932,6,4,1,1,2,1,2,32500,2
12940,21,6,0,0,6,3,3,12500,2
12945,2,1,0,0,1,1,1,40565,2
12966,2,2,0,0,2,0,2,17500,1
12974,8,4,0,1,3,4,4,40565,4
12982,10,3,1,0,2,2,2,37500,2
13001,6,4,0,2,2,1,2,37500,1
13010,2,1,0,0,1,0,1,40565,1
13059,5,2,0,0,2,2,2,67500,2
13064,3,2,0,0,2,0,1,47500,2
13073,5,4,0,2,2,2,2,22500,2
13083,0,2,0,0,2,0,1,40565,0
13098,8,3,0,0,3,3,3,77500,3
13103,10,4,0,2,2,2,2,100000,2
13111,13,4,0,2,2,2,3,67500,3
13119,10,2,0,0,2,2,2,57500,2
13120,4,1,0,0,1,0,1,12500,1
13131,2,1,0,0,1,1,1,27500,1
13137,10,3,0,0,3,1,2,27500,2
13155,8,5,0,0,5,2,5,32500,5
13176,14,3,0,1,2,3,2,42500,2
13189,2,1,0,0,1,0,1,17500,1
13191,5,1,0,0,1,1,1,7500,1
13196,16,5,0,3,2,2,2,100000,2
13204,11,5,1,2,2,2,2,72500,2
13214,6,5,0,2,3,1,3,2500,2
13222,19,5,1,2,2,2,2,40565,2
13234,7,2,0,0,2,1,1,40565,2
13241,15,9,0,1,8,2,2,40565,3
13252,2,2,0,0,2,0,2,22500,1
13271,7,2,0,0,2,2,2,40565,2
13274,4,1,0,0,1,0,1,77500,1
13278,8,2,0,0,2,0,1,17500,1
13286,4,2,0,0,2,2,2,40565,2
13292,8,2,0,0,2,2,2,40565,2
13320,7,4,0,2,2,2,3,40565,2
13324,7,4,0,1,3,2,4,40565,3
13326,4,3,0,1,2,1,2,40565,1
13333,4,4,1,1,2,1,2,37500,3
13335,2,2,0,0,2,2,2,35571,2
13346,5,1,0,0,1,1,1,37500,1
13363,5,2,0,0,2,1,1,27500,1
13364,10,3,1,0,2,1,2,47500,2
13365,4,3,1,0,2,1,2,42500,2
13371,10,1,0,0,1,1,1,17500,1
13374,4,1,0,0,1,0,1,35571,2
13383,0,5,0,3,2,2,2,35571,1
13393,12,5,0,3,2,1,2,32500,2
13401,12,3,0,1,2,1,2,62500,3
13404,10,2,0,0,2,2,2,27500,1
13406,13,3,0,0,3,3,2,35571,3
13414,28,4,0,2,2,2,3,72500,3
13418,25,4,1,1,2,2,2,52500,2
13434,11,3,0,1,2,3,3,57500,3
13439,8,2,0,0,2,1,2,47500,2
13456,2,5,0,3,2,2,0,40565,0
13469,6,3,0,0,3,1,2,40565,2
13491,6,2,0,0,2,0,2,40565,2
13505,6,3,0,2,1,1,1,17500,1
13506,3,1,0,0,1,0,1,40565,1
13519,4,1,0,0,1,0,1,40565,1
13536,7,3,0,1,2,2,2,27500,3
13553,2,1,0,0,1,1,1,17500,1
13554,4,4,0,2,2,1,1,42500,1
13589,5,2,0,0,2,1,2,7500,2
13594,2,1,0,0,1,1,1,27500,1
13600,10,2,0,1,1,1,1,17500,1
13609,14,3,0,0,3,2,3,37500,3
13615,11,2,0,0,2,2,2,37500,4
13643,0,2,0,0,2,0,2,31005,2
13655,2,4,2,0,2,1,2,31005,2
13665,4,4,2,0,2,0,1,47500,2
13691,9,4,1,1,2,2,2,42500,2
13696,4,2,0,0,2,1,1,2500,1
13711,10,3,0,1,2,2,2,47500,2
13729,25,4,0,2,2,0,1,2500,1
13756,2,1,0,0,1,1,1,12500,1
13765,6,2,0,0,2,1,1,27500,1
13767,14,3,1,0,2,2,2,47500,2
13805,11,5,1,3,1,1,1,17500,1
13806,7,2,0,0,2,2,2,35789,3
13818,11,3,0,1,2,2,1,17500,4
13829,4,3,1,0,2,1,1,35789,1
13830,0,1,0,0,1,0,1,7500,0
13847,4,3,0,1,2,1,3,42500,2
13861,8,2,0,0,2,1,1,35789,2
13867,8,1,0,0,1,1,1,32500,1
13872,26,6,0,4,2,1,2,35789,2
13878,28,6,1,3,2,1,2,27500,2
13883,7,2,0,0,2,2,2,35789,2
13894,12,4,0,2,2,2,2,100000,2
13899,13,3,0,0,3,2,2,57500,3
13916,2,1,0,0,1,0,1,17500,1
13917,8,1,0,0,1,1,1,27500,1
13921,1,1,0,0,1,0,1,7500,1
13936,7,2,0,0,2,0,1,32500,2
13950,2,2,0,0,2,1,2,47500,2
13974,16,6,1,2,3,2,3,42500,3
13984,6,4,0,2,2,2,2,42500,3
14011,4,2,0,1,1,1,1,12500,1
14029,4,1,0,0,1,1,1,22500,1
14035,8,2,0,0,2,0,1,52500,2
14038,15,3,0,2,1,1,1,27500,1
14044,20,5,1,2,2,1,2,52500,2
14049,14,3,1,0,2,2,2,22500,1
14078,3,1,0,0,1,1,1,7500,1
14090,14,3,0,1,2,2,2,47500,4
14098,0,3,1,0,2,0,1,27500,2
14117,8,2,0,0,2,2,2,7500,2
14121,0,1,0,0,1,0,1,2500,1
14125,7,2,0,0,2,2,2,22500,1
14127,14,3,0,1,2,2,3,72500,3
14154,4,3,0,1,2,2,2,32500,2
14165,0,2,0,0,2,0,1,31005,0
14174,4,4,0,2,2,1,2,31005,2
14176,6,1,0,0,1,0,1,17500,1
14177,16,4,0,2,2,1,2,31005,3
14183,13,3,1,0,2,2,2,12500,2
14184,0,1,0,0,1,0,0,7500,0
14192,0,2,0,0,2,2,2,32500,2
14199,6,5,1,1,3,2,3,27500,2
14225,0,3,1,0,2,1,1,7500,1
14228,7,2,0,1,1,2,2,40565,1
14236,11,3,0,2,1,1,1,32500,1
14282,4,3,1,0,2,1,1,35571,1
14292,27,4,0,2,2,1,2,42500,2
14318,3,2,0,0,2,2,2,2500,2
14319,0,1,0,0,1,0,0,7500,0
14320,10,2,0,0,2,0,2,2500,1
14352,3,1,0,0,1,1,0,7500,0
14369,0,2,0,0,2,0,0,40565,0
14393,4,3,1,0,2,1,1,32500,2
14395,2,3,0,1,2,1,2,37500,1
14417,4,4,0,1,3,0,0,40565,2
14420,7,3,0,1,2,1,1,37500,3
14423,0,2,0,0,2,0,1,40565,2
14427,2,3,0,1,2,1,1,40565,1
14436,10,4,1,1,2,1,2,40565,2
14448,5,1,0,0,1,1,1,57500,1
14455,6,2,0,0,2,2,2,52500,3
14469,7,3,0,0,3,1,2,100000,3
14472,20,5,0,3,2,2,2,67500,2
14486,0,2,0,0,2,1,2,27500,2
14488,2,2,0,0,2,0,0,17500,1
14499,13,4,0,2,2,3,4,52500,4
14540,4,2,0,0,2,2,2,42500,2
14543,6,2,0,0,2,1,1,52500,2
14553,9,3,1,0,2,2,2,32665,2
14557,4,1,0,0,1,0,1,7500,0
14566,2,1,0,0,1,1,1,22500,1
14575,4,1,0,0,1,1,0,17500,0
14581,4,2,0,0,2,1,2,32500,1
14582,12,2,0,0,2,2,2,32665,1
14595,5,2,0,0,2,2,2,47500,2
14599,13,3,0,0,3,3,3,57500,2
14601,11,4,0,2,2,2,2,72500,2
14602,10,2,0,0,2,1,2,32500,2
14606,12,3,0,1,2,2,2,12500,2
14611,6,3,0,1,2,3,3,62500,3
14615,10,4,2,0,2,2,2,72500,2
14629,2,2,0,0,2,0,2,17500,1
14664,12,3,0,0,3,3,2,42500,2
14673,7,3,0,1,2,1,2,100000,2
14683,9,2,0,0,2,1,2,32500,1
14697,4,2,0,1,1,1,2,32500,1
14709,3,1,0,0,1,0,0,32500,0
14728,5,2,0,0,2,1,2,35571,2
14729,10,4,1,1,2,0,1,27500,1
14753,17,3,0,1,2,2,2,32500,2
14759,22,4,1,1,2,1,2,32500,3
14761,5,3,0,0,3,1,2,7500,1
14764,11,3,0,0,3,3,3,42500,3
14774,7,3,0,0,3,1,1,47500,2
14789,9,2,0,1,1,1,1,42500,1
14807,2,1,0,0,1,0,1,2500,1
14816,0,2,0,0,2,1,2,17500,3
14825,10,2,0,0,2,2,2,100000,2
14864,6,4,0,0,4,3,4,35571,4
14885,0,2,0,0,2,0,1,17500,1
14892,22,4,0,2,2,1,2,32500,4
14893,7,1,0,0,1,1,1,17500,1
14898,0,2,0,0,2,1,2,31005,2
14909,3,2,0,0,2,1,2,12500,1
14917,9,2,0,0,2,0,2,22500,2
14952,7,2,0,0,2,0,2,27500,2
14968,9,5,2,1,2,1,1,47500,3
14971,2,1,0,0,1,0,1,2500,1
14972,6,2,0,0,2,1,2,31005,2
14982,10,4,0,2,2,2,3,67500,3
14986,26,4,0,2,2,2,3,32500,3
14993,2,2,0,0,2,1,2,31005,1
15021,0,2,0,0,2,0,2,31005,1
15029,10,1,0,0,1,1,1,31005,2
15032,3,2,0,0,2,0,2,7500,2
15054,7,1,0,0,1,0,1,27500,1
15057,10,5,0,3,2,2,2,31005,3
15071,4,6,2,2,2,1,2,52500,1
15079,18,3,0,1,2,2,3,32500,2
15085,3,1,0,0,1,0,1,31005,1
15092,6,2,0,0,2,2,2,67500,3
15096,6,4,0,2,2,1,2,31005,3
15121,21,4,0,2,2,3,3,31005,2
15133,8,1,0,0,1,0,1,7500,1
15161,4,2,0,0,2,2,2,37500,2
15176,5,4,0,1,3,2,2,31005,4
15181,20,5,1,2,2,2,2,31005,1
15182,2,1,0,0,1,0,1,22500,1
15191,16,4,0,2,2,3,3,22500,3
15216,2,2,0,0,2,0,1,35571,2
15225,9,2,1,0,1,1,1,7500,1
15246,26,3,0,1,2,2,2,17500,2
15252,16,4,0,3,1,1,2,32500,2
15253,0,1,0,0,1,0,1,22500,1
15255,0,2,0,0,2,0,2,35571,1
15258,0,2,0,0,2,1,1,35571,1
15271,6,2,0,0,2,0,1,12500,1
15284,2,2,0,0,2,2,2,32500,2
15294,7,5,0,3,2,2,2,35571,3
15296,10,2,1,0,1,1,1,22500,1
15308,8,2,0,0,2,2,2,17500,1
15320,15,4,0,2,2,2,2,35571,3
15336,18,3,0,1,2,2,2,67500,3
15338,4,1,0,0,1,0,1,32500,1
15353,10,3,0,0,3,1,3,7500,2
15359,2,4,2,0,2,1,1,43371,1
15367,3,2,0,0,2,1,1,43371,1
15372,2,3,0,0,3,1,0,17500,1
15374,25,5,0,2,3,2,3,43371,3
15385,4,4,2,0,2,2,2,43371,1
15392,2,2,0,0,2,1,1,37500,2
15395,2,3,0,0,3,1,1,100000,3
15420,4,1,0,0,1,0,1,43371,1
15425,6,2,0,0,2,1,2,43371,2
15438,5,3,0,1,2,2,2,52500,2
15476,2,1,0,0,1,1,1,22500,1
15499,4,2,0,0,2,1,1,37500,2
15511,5,2,0,0,2,2,2,52500,1
15536,6,2,0,0,2,1,2,27500,2
15538,5,2,0,0,2,0,2,17500,2
15550,0,1,0,0,1,0,1,32500,1
15566,3,2,0,0,2,1,2,35571,1
15568,3,4,0,2,2,2,2,37500,2
15570,21,4,2,0,2,2,2,77500,2
15574,0,1,0,0,1,0,1,17500,1
15575,4,2,0,0,2,1,1,35571,3
15588,4,2,0,0,2,0,2,35571,2
15610,10,4,0,2,2,0,1,39593,2
15621,0,1,0,0,1,0,0,7500,0
15646,4,5,0,1,4,2,3,39593,4
15649,29,4,0,2,2,2,2,47500,2
15655,16,3,0,2,1,1,1,17500,1
15681,0,1,0,0,1,0,1,39593,1
