ntrips,hhsize,nchlt12,nchgt12,nworker,nstudent,ncar,income,resloc
22,2,0,0,0,0,1,31000,2
100,4,0,2,1,2,1,31000,2
51,2,0,0,2,0,1,43000,2
13,2,0,0,1,0,1,43000,2
21,2,0,0,0,0,1,20500,2
40,2,0,0,1,0,1,31000,2
82,3,0,1,2,0,2,43000,2
53,3,1,0,0,0,1,20500,2
69,4,0,2,2,2,1,31000,2
53,3,0,1,1,0,2,43000,2
25,2,0,1,0,0,0,31000,2
99,4,0,2,1,2,1,31000,2
110,4,0,2,1,2,1,43000,2
65,4,0,2,2,1,1,43000,2
12,1,0,0,0,0,0,43000,2
119,5,0,3,2,2,1,43000,2
75,4,2,0,1,0,1,43000,2
36,1,0,0,0,0,1,43000,2
75,2,0,0,2,0,1,43000,2
25,1,0,0,0,0,0,20500,2
74,5,3,0,1,0,1,31000,2
95,4,0,2,2,2,1,31000,2
31,3,1,0,1,0,1,20500,2
71,3,0,1,1,1,1,31000,2
44,2,0,0,0,0,1,12000,2
89,4,0,2,2,2,1,31000,2
67,5,3,0,1,0,1,43000,2
6,1,0,0,0,0,0,20500,2
56,4,0,2,2,1,1,43000,2
21,1,0,0,1,0,1,20500,2
35,2,0,0,0,0,1,20500,2
1,1,0,0,0,0,0,12000,2
47,2,0,0,0,0,1,43000,2
60,2,0,0,2,0,1,31000,2
46,2,0,0,1,0,1,20500,2
35,4,2,0,1,0,1,31000,2
32,3,1,0,2,0,1,31000,2
45,2,0,0,1,0,1,43000,2
33,1,0,0,0,0,0,12000,2
58,2,0,0,2,0,1,43000,2
66,5,3,0,2,0,1,43000,2
39,5,3,0,1,0,0,20500,2
42,2,0,1,1,0,1,31000,2
104,6,2,2,1,2,1,31000,2
55,4,2,0,1,0,1,20500,2
31,1,0,0,1,0,1,43000,2
74,4,2,0,2,0,1,43000,2
7,3,1,0,1,0,1,43000,2
20,1,0,0,0,1,0,12000,2
24,2,0,0,2,0,1,43000,2
25,1,0,0,1,0,2,12000,2
52,4,2,0,2,0,1,43000,1
34,1,0,0,1,0,1,31000,1
24,4,2,0,2,0,0,31000,1
119,5,0,3,1,3,1,31000,1
9,2,0,0,0,0,0,31000,1
85,4,0,2,1,2,1,43000,1
73,3,0,1,1,0,2,43000,1
85,4,0,2,2,2,1,31000,1
42,4,2,0,1,0,1,43000,1
49,4,0,2,0,1,1,31000,1
52,4,2,0,1,0,1,31000,1
24,4,2,0,1,0,1,31000,1
75,3,0,1,1,1,1,31000,1
15,1,0,0,0,0,0,12000,1
160,5,0,3,1,3,1,20500,1
36,2,0,0,0,0,1,31000,1
11,1,0,0,1,0,1,31000,1
76,4,0,2,1,1,1,43000,1
46,1,0,0,1,0,1,20500,1
43,4,0,2,0,2,1,43000,1
68,4,0,2,1,2,1,31000,1
79,2,0,0,0,0,1,43000,1
62,4,2,0,1,0,1,31000,1
54,3,1,0,1,0,1,31000,1
30,4,2,0,2,0,1,31000,1
42,3,0,1,1,1,1,31000,1
29,2,0,0,0,0,1,31000,1
79,5,2,1,1,1,1,43000,1
26,2,0,0,0,0,1,20500,1
25,1,0,0,0,0,0,31000,1
98,6,2,2,1,2,1,31000,1
56,4,2,0,1,0,1,31000,1
45,5,3,0,1,0,1,31000,1
68,4,0,2,0,2,2,31000,1
52,4,2,0,1,0,1,20500,1
15,2,0,0,0,0,1,43000,1
46,4,2,1,1,0,1,31000,1
67,4,2,0,2,0,1,43000,1
68,3,0,1,1,1,1,43000,1
49,4,2,0,1,0,1,31000,1
61,2,0,0,1,0,2,31000,1
30,6,4,0,1,0,1,31000,1
2,2,0,0,1,0,1,43000,1
57,2,0,0,2,0,1,43000,1
63,2,0,0,2,0,2,43000,3
35,4,0,2,2,2,2,43000,3
13,1,0,0,1,0,1,20500,2
76,2,0,0,2,0,1,43000,2
14,2,0,0,2,0,1,43000,2
49,4,1,2,1,2,0,31000,1
12,1,0,0,0,1,0,12000,1
19,1,0,0,0,1,0,12000,1
27,1,0,0,0,1,0,12000,1
15,1,0,0,0,1,0,12000,2
23,2,0,0,2,0,2,43000,2
53,4,2,0,2,0,0,43000,1
20,2,0,0,0,0,0,20500,1
73,3,0,1,1,1,1,43000,1
36,2,0,1,1,1,1,20500,1
93,5,0,3,1,3,1,43000,1
0,4,2,0,0,0,1,43000,1
65,3,0,1,1,1,1,43000,1
33,4,2,0,1,0,1,20500,1
66,5,3,0,2,0,2,43000,1
36,2,0,1,1,0,0,31000,1
74,3,1,0,1,0,1,20500,1
22,1,0,0,1,0,1,20500,1
33,4,2,0,2,0,1,43000,1
148,5,0,3,2,1,2,43000,1
49,4,2,0,1,0,2,31000,1
29,2,0,0,0,0,0,20500,1
28,2,0,0,1,0,1,20500,1
61,3,0,1,1,1,1,43000,1
31,4,2,0,1,0,2,31000,1
74,3,0,1,2,1,1,43000,1
89,4,2,0,1,0,2,31000,1
33,2,0,0,1,0,0,31000,1
7,1,0,0,0,0,0,20500,1
84,4,0,2,2,2,1,31000,1
68,5,2,1,1,1,1,31000,1
17,1,0,0,1,0,1,31000,1
28,3,0,2,0,2,1,12000,1
58,5,3,0,1,0,2,43000,1
53,5,3,0,1,0,1,31000,1
34,2,0,0,2,0,1,31000,1
80,5,3,0,1,0,1,31000,1
50,4,0,2,2,1,1,31000,1
91,4,0,2,1,2,1,31000,1
19,2,0,0,0,0,0,20500,1
51,4,1,1,1,1,0,20500,1
28,3,0,1,1,0,1,43000,1
49,2,0,0,0,0,1,43000,1
75,4,0,2,2,1,1,43000,1
105,3,0,1,1,1,0,20500,1
9,2,0,0,0,0,1,20500,1
82,3,0,1,1,0,2,43000,1
86,4,0,2,2,0,2,43000,1
39,4,2,0,1,0,1,31000,1
53,4,1,1,1,1,1,31000,1
22,2,0,0,1,0,1,31000,1
90,4,2,0,1,0,1,31000,1
1,1,0,0,0,0,0,12000,1
16,3,2,0,0,0,1,12000,1
41,5,3,0,1,0,0,20500,1
13,2,0,0,0,0,1,31000,1
18,2,0,0,1,0,0,31000,1
69,4,0,2,2,1,1,20500,1
57,2,0,0,1,0,1,31000,1
25,2,0,0,0,0,1,20500,1
25,1,0,0,0,0,0,31000,1
104,5,1,2,1,2,1,20500,1
69,2,0,0,2,0,1,43000,1
89,2,0,0,2,0,1,43000,1
7,2,0,0,0,0,0,43000,1
15,1,0,0,0,0,1,43000,1
9,1,0,0,1,0,0,12000,1
31,2,0,0,1,0,1,20500,1
47,2,0,0,2,0,1,43000,2
